2025-04-24T22:45:21
Configurations(Methods):
Name,Touch Interfaces
config01,"Slider00, TS15, TS14, TS13, TS12, TS01"
Logs:
"config01:Slider00:Status",Threshold,Resolution,TS15:Measurement Value,TS14:Measurement Value,TS13:Measurement Value,TS12:Measurement Value,TS01:Measurement Value
100,909,100,11494,11474,11497,11486,12285
100,909,100,11482,11471,11505,11495,12247
99,909,100,11484,11477,11475,11494,12217
99,909,100,11481,11480,11485,11502,12151
99,909,100,11485,11483,11465,11509,12129
99,909,100,11500,11483,11466,11507,12105
99,909,100,11498,11482,11453,11477,12055
99,909,100,11482,11478,11443,11482,12032
99,909,100,11485,11478,11461,11488,11976
99,909,100,11487,11478,11454,11473,11961
100,909,100,11509,11474,11465,11448,11946
100,909,100,11520,11473,11450,11434,11922
65535,909,100,11525,11482,11455,11452,11904
65535,909,100,11522,11478,11470,11461,11883
65535,909,100,11520,11477,11482,11471,11836
65535,909,100,11509,11474,11479,11469,11822
65535,909,100,11497,11489,11460,11487,11770
65535,909,100,11481,11538,11471,11458,11772
65535,909,100,11473,11523,11477,11470,11766
65535,909,100,11457,11504,11447,11482,11755
65535,909,100,11470,11498,11455,11483,11744
65535,909,100,11456,11488,11437,11456,11738
65535,909,100,11452,11532,11421,11458,11723
65535,909,100,11461,11507,11437,11465,11717
65535,909,100,11455,11487,11450,11468,11680
65535,909,100,11440,11468,11433,11470,11673
65535,909,100,11456,11456,11441,11465,11677
65535,909,100,11470,11464,11430,11466,11673
65535,909,100,11479,11459,11449,11464,11645
65535,909,100,11465,11450,11466,11472,11644
65535,909,100,11469,11455,11447,11483,11605
65535,909,100,11469,11456,11459,11453,11624
65535,909,100,11476,11454,11474,11432,11599
65535,909,100,11481,11468,11447,11451,11606
65535,909,100,11485,11474,11453,11444,11606
65535,909,100,11475,11484,11462,11454,11580
65535,909,100,11483,11473,11467,11435,11586
65535,909,100,11483,11472,11443,11413,11564
65535,909,100,11466,11459,11454,11439,11572
65535,909,100,11453,11462,11439,11447,11578
65535,909,100,11449,11472,11429,11465,11586
65535,909,100,11452,11519,11442,11443,11594
65535,909,100,11466,11500,11449,11457,11595
65535,909,100,11462,11494,11463,11465,11594
65535,909,100,11472,11483,11477,11454,11562
65535,909,100,11480,11527,11481,11436,11565
65535,909,100,11476,11506,11480,11454,11559
65535,909,100,11463,11505,11486,11452,11565
65535,909,100,11449,11485,11489,11437,11537
65535,909,100,11456,11487,11492,11424,11547
65535,909,100,11459,11475,11472,11406,11558
65535,909,100,11468,11477,11468,11420,11564
65535,909,100,11458,11471,11470,11434,11569
65535,909,100,11451,11465,11442,11421,11565
65535,909,100,11448,11463,11451,11404,11564
65535,909,100,11443,11463,11456,11423,11512
65535,909,100,11455,11452,11464,11424,11514
65535,909,100,11458,11454,11470,11438,11479
65535,909,100,11453,11458,11479,11433,11491
65535,909,100,11466,11457,11494,11435,11479
65535,909,100,11457,11456,11481,11446,11493
65535,909,100,11463,11458,11494,11454,11494
65535,909,100,11457,11458,11491,11443,11501
65535,909,100,11463,11462,11442,11445,11514
65535,909,100,11457,11451,11423,11426,11503
65535,909,100,11447,11447,11435,11427,11501
65535,909,100,11439,11444,11448,11436,11510
65535,909,100,11457,11447,11425,11440,11512
65535,909,100,11463,11453,11438,11441,11504
65535,909,100,11464,11454,11448,11409,11475
65535,909,100,11469,11447,11460,11426,11473
65535,909,100,11459,11442,11431,11447,11482
65535,909,100,11454,11446,11447,11421,11499
65535,909,100,11467,11438,11439,11428,11501
65535,909,100,11446,11435,11445,11433,11451
65535,909,100,11447,11436,11428,11439,11432
65535,909,100,11434,11436,11443,11421,11429
65535,909,100,11454,11439,11454,11426,11450
65535,909,100,11456,11448,11461,11433,11438
65535,909,100,11458,11452,11441,11446,11455
65535,909,100,11471,11454,11439,11429,11474
65535,909,100,11456,11462,11434,11434,11493
65535,909,100,11464,11451,11419,11427,11465
65535,909,100,11471,11453,11408,11411,11478
65535,909,100,11471,11455,11403,11405,11480
65535,909,100,11484,11455,11399,11422,11493
65535,909,100,11488,11449,11415,11411,11496
65535,909,100,11471,11441,11431,11397,11508
65535,909,100,11482,11438,11452,11408,11526
65535,909,100,11489,11436,11458,11390,11525
65535,909,100,11496,11435,11466,11393,11495
65535,909,100,11501,11453,11467,11390,11506
65535,909,100,11486,11455,11479,11380,11486
65535,909,100,11489,11452,11481,11389,11458
65535,909,100,11489,11456,11483,11398,11446
65535,909,100,11478,11462,11493,11411,11468
65535,909,100,11485,11453,11458,11425,11479
65535,909,100,11491,11451,11460,11430,11494
65535,909,100,11481,11445,11441,11407,11491
65535,909,100,11479,11448,11454,11415,11489
65535,909,100,11466,11451,11460,11403,11503
65535,909,100,11470,11450,11458,11417,11502
65535,909,100,11477,11446,11462,11418,11499
65535,909,100,11462,11447,11471,11427,11504
65535,909,100,11451,11448,11463,11443,11498
